timestamp,cpu_usage,ram_usage,requests
2024-01-07 07:30:00,23.42,14.64,179
2024-01-07 07:45:00,24.67,22.01,169
2024-01-07 08:00:00,18.96,10.0,100
2024-01-07 08:15:00,73.33,53.97,395
2024-01-07 08:30:00,27.35,21.01,409
2024-01-07 08:45:00,26.35,16.47,149
2024-01-07 09:00:00,32.29,23.4,421
2024-01-07 09:15:00,21.4,16.39,111
2024-01-07 09:30:00,17.43,15.86,201
2024-01-07 09:45:00,78.45,64.65,422
2024-01-07 10:00:00,38.45,33.83,524
2024-01-07 10:15:00,37.24,28.31,331
2024-01-07 10:30:00,30.23,17.88,215
2024-01-07 10:45:00,33.98,28.84,412
2024-01-07 11:00:00,39.36,29.97,463
2024-01-07 11:15:00,29.6,19.85,352
2024-01-07 11:30:00,25.88,19.25,293
2024-01-07 11:45:00,27.6,27.54,322
2024-01-07 12:00:00,37.77,32.78,505
2024-01-07 12:15:00,25.1,29.26,226
2024-01-07 12:30:00,31.93,24.93,345
2024-01-07 12:45:00,25.96,20.32,287
2024-01-07 13:00:00,23.94,21.02,326
2024-01-07 13:15:00,25.11,23.08,327
2024-01-07 13:30:00,78.98,63.41,762
2024-01-07 13:45:00,27.01,21.02,398
2024-01-07 14:00:00,25.06,19.52,178
2024-01-07 14:15:00,25.94,19.89,173
2024-01-07 14:30:00,19.88,14.52,258
2024-01-07 14:45:00,25.96,19.71,196
2024-01-07 15:00:00,24.59,20.67,207
2024-01-07 15:15:00,26.33,18.52,211
2024-01-07 15:30:00,27.67,18.94,278
2024-01-07 15:45:00,26.01,15.48,151
2024-01-07 16:00:00,18.07,10.0,221
2024-01-07 16:15:00,26.41,22.23,214
2024-01-07 16:30:00,18.08,12.96,178
2024-01-07 16:45:00,30.23,24.0,260
2024-01-07 17:00:00,18.48,10.0,233
2024-01-07 17:15:00,30.63,29.38,303
2024-01-07 17:30:00,10.62,11.09,123
2024-01-07 17:45:00,18.16,12.02,130
2024-01-07 18:00:00,19.9,15.35,292
2024-01-07 18:15:00,24.09,17.73,208
2024-01-07 18:30:00,20.01,17.41,135
2024-01-07 18:45:00,20.04,15.11,150
2024-01-07 19:00:00,64.98,55.67,812
2024-01-07 19:15:00,11.32,10.0,111
2024-01-07 19:30:00,47.44,35.76,668
2024-01-07 19:45:00,11.86,10.86,117
2024-01-07 20:00:00,17.86,13.19,119
2024-01-07 20:15:00,12.71,10.0,141
2024-01-07 20:30:00,8.75,10.0,46
2024-01-07 20:45:00,10.56,10.0,55
2024-01-07 21:00:00,10.76,10.0,84
2024-01-07 21:15:00,7.26,10.0,90
2024-01-07 21:30:00,13.29,10.0,141
2024-01-07 21:45:00,10.01,11.89,127
2024-01-07 22:00:00,10.13,10.0,77
2024-01-07 22:15:00,11.95,10.0,172
2024-01-07 22:30:00,5.0,10.0,303
2024-01-07 22:45:00,5.0,10.0,28
2024-01-07 23:00:00,11.39,10.0,163
2024-01-07 23:15:00,5.0,10.0,73
2024-01-07 23:30:00,5.47,10.0,63
2024-01-07 23:45:00,10.73,10.0,141
2024-01-08 00:00:00,5.26,10.0,47
2024-01-08 00:15:00,8.65,10.0,103
2024-01-08 00:30:00,7.36,10.0,68
2024-01-08 00:45:00,11.15,14.06,87
2024-01-08 01:00:00,5.0,10.0,33
2024-01-08 01:15:00,9.29,10.0,114
2024-01-08 01:30:00,12.0,13.42,138
2024-01-08 01:45:00,13.02,11.93,78
2024-01-08 02:00:00,20.26,18.02,107
2024-01-08 02:15:00,5.0,10.0,71
2024-01-08 02:30:00,5.0,10.0,27
2024-01-08 02:45:00,5.08,10.0,56
2024-01-08 03:00:00,21.27,15.6,280
2024-01-08 03:15:00,21.63,15.74,179
2024-01-08 03:30:00,8.26,10.0,110
2024-01-08 03:45:00,18.28,16.01,161
2024-01-08 04:00:00,20.95,18.11,216
2024-01-08 04:15:00,14.26,10.47,164
2024-01-08 04:30:00,18.29,15.14,167
2024-01-08 04:45:00,20.9,18.18,120
2024-01-08 05:00:00,30.62,23.49,402
2024-01-08 05:15:00,22.5,17.13,192
2024-01-08 05:30:00,22.05,18.25,197
2024-01-08 05:45:00,18.82,14.18,259
2024-01-08 06:00:00,38.77,31.07,565
2024-01-08 06:15:00,36.85,33.77,332
2024-01-08 06:30:00,26.33,26.52,324
2024-01-08 06:45:00,30.76,28.37,413
2024-01-08 07:00:00,34.25,28.33,460
2024-01-08 07:15:00,38.54,25.54,318
2024-01-08 07:30:00,34.7,29.02,426
2024-01-08 07:45:00,41.91,32.1,320
2024-01-08 08:00:00,88.48,74.05,548
2024-01-08 08:15:00,33.53,28.54,270
2024-01-08 08:30:00,38.36,29.67,352
2024-01-08 08:45:00,39.03,28.96,933
2024-01-08 09:00:00,41.72,31.54,218
2024-01-08 09:15:00,42.27,32.3,578
2024-01-08 09:30:00,34.6,31.63,182
2024-01-08 09:45:00,89.44,71.44,973
2024-01-08 10:00:00,38.65,31.94,467
2024-01-08 10:15:00,51.55,34.86,283
2024-01-08 10:30:00,44.37,37.46,322
2024-01-08 10:45:00,46.77,34.72,391
2024-01-08 11:00:00,52.71,39.84,290
2024-01-08 11:15:00,44.13,30.41,454
2024-01-08 11:30:00,52.36,44.03,342
2024-01-08 11:45:00,43.55,29.58,513
2024-01-08 12:00:00,83.11,68.31,948
2024-01-08 12:15:00,48.44,40.58,353
2024-01-08 12:30:00,54.88,45.45,643
2024-01-08 12:45:00,52.41,39.84,450
2024-01-08 13:00:00,53.78,48.52,734
2024-01-08 13:15:00,42.75,39.5,396
2024-01-08 13:30:00,47.46,39.28,680
2024-01-08 13:45:00,56.67,46.22,292
2024-01-08 14:00:00,95.0,73.83,715
2024-01-08 14:15:00,51.82,42.81,427
2024-01-08 14:30:00,55.44,47.1,596
2024-01-08 14:45:00,43.64,37.08,520
2024-01-08 15:00:00,40.1,34.21,224
2024-01-08 15:15:00,39.91,35.68,390
2024-01-08 15:30:00,42.56,33.98,247
2024-01-08 15:45:00,93.99,68.57,634
2024-01-08 16:00:00,40.92,35.55,435
2024-01-08 16:15:00,40.98,30.39,344
2024-01-08 16:30:00,42.21,31.57,334
2024-01-08 16:45:00,40.56,32.9,477
2024-01-08 17:00:00,30.77,22.48,357
2024-01-08 17:15:00,41.0,29.06,433
2024-01-08 17:30:00,36.33,31.01,219
2024-01-08 17:45:00,33.29,27.46,166
2024-01-08 18:00:00,35.85,29.08,522
2024-01-08 18:15:00,30.5,21.87,268
2024-01-08 18:30:00,28.35,22.04,231
2024-01-08 18:45:00,29.84,24.7,307
2024-01-08 19:00:00,31.21,25.98,258
2024-01-08 19:15:00,30.85,28.11,251
2024-01-08 19:30:00,25.91,17.65,309
2024-01-08 19:45:00,24.82,23.11,305
2024-01-08 20:00:00,30.43,21.3,410
2024-01-08 20:15:00,32.77,24.29,341
2024-01-08 20:30:00,20.98,14.07,219
2024-01-08 20:45:00,29.85,23.83,224
2024-01-08 21:00:00,23.81,20.77,205
2024-01-08 21:15:00,18.85,12.32,199
2024-01-08 21:30:00,10.73,12.27,126
2024-01-08 21:45:00,5.0,10.0,71
2024-01-08 22:00:00,14.82,12.09,130
2024-01-08 22:15:00,6.43,10.0,74
2024-01-08 22:30:00,6.91,10.0,42
2024-01-08 22:45:00,20.6,13.12,194
2024-01-08 23:00:00,12.68,10.54,82
2024-01-08 23:15:00,5.0,10.0,41
2024-01-08 23:30:00,13.21,10.0,93
2024-01-08 23:45:00,15.66,13.29,168
2024-01-09 00:00:00,5.92,10.0,63
2024-01-09 00:15:00,6.15,10.0,40
2024-01-09 00:30:00,12.53,14.49,166
2024-01-09 00:45:00,15.48,13.68,198
2024-01-09 01:00:00,12.86,10.0,138
2024-01-09 01:15:00,17.58,13.81,1000
2024-01-09 01:30:00,7.73,10.0,48
2024-01-09 01:45:00,7.93,10.0,87
2024-01-09 02:00:00,11.21,10.0,61
2024-01-09 02:15:00,5.0,10.0,64
2024-01-09 02:30:00,18.89,16.83,207
2024-01-09 02:45:00,24.04,21.9,173
2024-01-09 03:00:00,22.86,19.95,233
2024-01-09 03:15:00,15.3,10.0,101
2024-01-09 03:30:00,13.17,10.13,118
2024-01-09 03:45:00,21.3,15.91,137
2024-01-09 04:00:00,20.63,14.3,219
2024-01-09 04:15:00,20.88,12.69,239
2024-01-09 04:30:00,17.56,16.51,101
2024-01-09 04:45:00,20.26,13.03,151
2024-01-09 05:00:00,26.42,21.53,169
2024-01-09 05:15:00,30.59,28.63,278
2024-01-09 05:30:00,25.38,21.82,311
2024-01-09 05:45:00,23.19,17.91,157
2024-01-09 06:00:00,22.98,26.32,326
2024-01-09 06:15:00,35.9,26.84,535
2024-01-09 06:30:00,27.52,23.8,247
2024-01-09 06:45:00,32.5,24.4,271
2024-01-09 07:00:00,41.18,33.79,537
2024-01-09 07:15:00,31.2,26.23,285
2024-01-09 07:30:00,35.96,28.79,228
2024-01-09 07:45:00,32.27,22.29,377
2024-01-09 08:00:00,45.71,31.37,491
2024-01-09 08:15:00,50.48,45.17,358
2024-01-09 08:30:00,78.75,67.35,599
2024-01-09 08:45:00,43.28,37.11,480
2024-01-09 09:00:00,41.48,28.48,456
2024-01-09 09:15:00,44.13,34.62,346
2024-01-09 09:30:00,81.38,64.92,916
2024-01-09 09:45:00,48.93,39.3,1000
2024-01-09 10:00:00,48.44,41.47,634
2024-01-09 10:15:00,48.04,40.91,327
2024-01-09 10:30:00,43.24,31.4,456
2024-01-09 10:45:00,43.7,35.56,256
2024-01-09 11:00:00,45.84,33.92,412
2024-01-09 11:15:00,95.0,77.81,1000
2024-01-09 11:30:00,60.84,44.23,707
2024-01-09 11:45:00,52.57,40.96,288
2024-01-09 12:00:00,45.88,34.55,292
2024-01-09 12:15:00,44.34,37.75,557
2024-01-09 12:30:00,43.25,33.36,638
2024-01-09 12:45:00,55.02,41.92,696
2024-01-09 13:00:00,44.39,34.66,520
2024-01-09 13:15:00,49.43,35.16,401
2024-01-09 13:30:00,45.15,38.41,408
2024-01-09 13:45:00,49.87,40.12,433
2024-01-09 14:00:00,45.62,37.61,664
2024-01-09 14:15:00,47.21,35.58,287
2024-01-09 14:30:00,48.61,39.53,390
2024-01-09 14:45:00,44.5,36.87,529
2024-01-09 15:00:00,44.18,29.08,506
2024-01-09 15:15:00,49.09,37.43,668
2024-01-09 15:30:00,50.11,36.31,627
2024-01-09 15:45:00,48.23,37.3,304
2024-01-09 16:00:00,34.28,29.89,470
2024-01-09 16:15:00,38.98,36.6,525
2024-01-09 16:30:00,40.89,36.4,281
2024-01-09 16:45:00,35.7,35.44,474
2024-01-09 17:00:00,41.27,36.19,356
2024-01-09 17:15:00,34.07,24.47,472
2024-01-09 17:30:00,40.5,36.76,312
2024-01-09 17:45:00,40.16,29.94,358
2024-01-09 18:00:00,70.58,57.13,605
2024-01-09 18:15:00,35.06,27.58,352
2024-01-09 18:30:00,31.07,23.17,340
2024-01-09 18:45:00,26.89,23.26,355
2024-01-09 19:00:00,16.55,12.38,207
2024-01-09 19:15:00,28.79,22.67,243
2024-01-09 19:30:00,17.78,13.0,88
2024-01-09 19:45:00,21.25,18.56,131
2024-01-09 20:00:00,19.4,17.74,120
2024-01-09 20:15:00,27.14,17.29,330
2024-01-09 20:30:00,76.15,59.58,640
2024-01-09 20:45:00,25.69,20.64,1000
2024-01-09 21:00:00,15.81,13.53,235
2024-01-09 21:15:00,16.99,13.64,230
2024-01-09 21:30:00,8.75,10.0,115
2024-01-09 21:45:00,11.95,10.0,67
2024-01-09 22:00:00,9.38,10.0,82
2024-01-09 22:15:00,5.0,10.0,30
2024-01-09 22:30:00,7.4,10.0,60
2024-01-09 22:45:00,14.26,10.0,88
2024-01-09 23:00:00,13.11,10.0,136
2024-01-09 23:15:00,13.61,10.0,91
2024-01-09 23:30:00,50.1,40.71,392
2024-01-09 23:45:00,15.35,10.0,101
2024-01-10 00:00:00,10.17,10.0,131
2024-01-10 00:15:00,10.82,10.0,63
2024-01-10 00:30:00,8.09,10.0,54
2024-01-10 00:45:00,12.02,10.0,73
2024-01-10 01:00:00,7.33,10.0,82
2024-01-10 01:15:00,12.08,12.25,157
2024-01-10 01:30:00,15.86,10.0,135
2024-01-10 01:45:00,8.47,10.32,53
2024-01-10 02:00:00,17.57,10.0,193
2024-01-10 02:15:00,10.24,10.0,99
2024-01-10 02:30:00,19.16,12.01,100
2024-01-10 02:45:00,13.39,10.0,99
2024-01-10 03:00:00,13.6,10.0,80
2024-01-10 03:15:00,53.68,40.76,765
2024-01-10 03:30:00,19.17,12.92,200
2024-01-10 03:45:00,8.91,10.0,59
2024-01-10 04:00:00,26.63,19.35,223
2024-01-10 04:15:00,24.75,20.53,136
2024-01-10 04:30:00,23.72,16.48,336
2024-01-10 04:45:00,19.68,17.35,194
2024-01-10 05:00:00,32.39,27.11,424
2024-01-10 05:15:00,22.86,21.29,295
2024-01-10 05:30:00,28.75,24.86,386
2024-01-10 05:45:00,33.17,23.71,315
2024-01-10 06:00:00,24.32,20.92,303
2024-01-10 06:15:00,35.05,25.5,344
2024-01-10 06:30:00,25.58,12.7,357
2024-01-10 06:45:00,28.27,17.78,176
2024-01-10 07:00:00,70.76,58.0,743
2024-01-10 07:15:00,42.77,36.19,543
2024-01-10 07:30:00,41.42,29.14,235
2024-01-10 07:45:00,40.22,30.52,441
2024-01-10 08:00:00,37.94,33.09,519
2024-01-10 08:15:00,38.36,31.76,356
2024-01-10 08:30:00,50.92,42.45,354
2024-01-10 08:45:00,82.03,66.18,957
2024-01-10 09:00:00,45.81,37.16,470
2024-01-10 09:15:00,41.1,33.97,329
2024-01-10 09:30:00,38.39,31.75,337
2024-01-10 09:45:00,45.92,37.31,579
2024-01-10 10:00:00,52.9,46.85,583
2024-01-10 10:15:00,48.53,32.58,338
2024-01-10 10:30:00,46.69,34.87,540
2024-01-10 10:45:00,37.44,32.21,536
2024-01-10 11:00:00,55.23,41.61,296
2024-01-10 11:15:00,57.54,47.11,566
2024-01-10 11:30:00,61.27,50.15,451
2024-01-10 11:45:00,46.88,39.4,325
2024-01-10 12:00:00,50.59,38.45,313
2024-01-10 12:15:00,49.6,37.95,666
2024-01-10 12:30:00,49.69,38.1,535
2024-01-10 12:45:00,46.61,36.33,403
2024-01-10 13:00:00,50.72,43.63,609
2024-01-10 13:15:00,43.56,26.33,547
2024-01-10 13:30:00,53.69,42.86,596
2024-01-10 13:45:00,53.98,41.94,571
2024-01-10 14:00:00,54.17,38.44,314
2024-01-10 14:15:00,42.22,34.4,456
2024-01-10 14:30:00,48.97,41.69,685
2024-01-10 14:45:00,42.36,31.99,596
2024-01-10 15:00:00,39.57,29.93,497
2024-01-10 15:15:00,41.91,33.87,346
2024-01-10 15:30:00,42.69,33.07,541
2024-01-10 15:45:00,50.7,39.89,702
2024-01-10 16:00:00,38.97,33.46,518
2024-01-10 16:15:00,34.51,31.87,496
2024-01-10 16:30:00,45.09,38.38,644
2024-01-10 16:45:00,39.34,31.69,349
2024-01-10 17:00:00,41.24,31.51,385
2024-01-10 17:15:00,40.91,30.39,365
2024-01-10 17:30:00,30.97,27.03,172
2024-01-10 17:45:00,32.9,23.2,296
2024-01-10 18:00:00,38.42,33.74,353
2024-01-10 18:15:00,28.78,23.03,343
2024-01-10 18:30:00,67.09,54.68,672
2024-01-10 18:45:00,36.69,30.46,500
2024-01-10 19:00:00,26.77,21.13,320
2024-01-10 19:15:00,20.99,16.69,220
2024-01-10 19:30:00,27.46,20.53,290
2024-01-10 19:45:00,15.51,12.75,150
2024-01-10 20:00:00,18.51,14.07,147
2024-01-10 20:15:00,17.01,12.15,141
2024-01-10 20:30:00,19.95,16.88,135
2024-01-10 20:45:00,15.14,15.06,103
2024-01-10 21:00:00,60.86,45.36,673
2024-01-10 21:15:00,60.73,51.39,628
2024-01-10 21:30:00,21.34,12.38,304
2024-01-10 21:45:00,7.15,10.0,104
2024-01-10 22:00:00,7.75,10.0,70
2024-01-10 22:15:00,8.71,10.0,57
2024-01-10 22:30:00,8.4,10.0,49
2024-01-10 22:45:00,11.88,10.8,127
2024-01-10 23:00:00,55.29,44.31,418
2024-01-10 23:15:00,12.3,10.0,127
2024-01-10 23:30:00,23.24,18.47,169
2024-01-10 23:45:00,12.06,10.0,134
2024-01-11 00:00:00,8.02,10.0,67
2024-01-11 00:15:00,17.27,13.58,185
2024-01-11 00:30:00,6.2,10.0,62
2024-01-11 00:45:00,38.44,32.53,563
2024-01-11 01:00:00,11.73,10.0,160
2024-01-11 01:15:00,6.9,10.0,66
2024-01-11 01:30:00,14.48,10.71,212
2024-01-11 01:45:00,20.44,17.16,158
2024-01-11 02:00:00,12.02,10.0,102
2024-01-11 02:15:00,7.65,10.0,61
2024-01-11 02:30:00,23.15,13.98,343
2024-01-11 02:45:00,16.48,17.77,96
2024-01-11 03:00:00,23.4,20.54,166
2024-01-11 03:15:00,55.31,43.63,350
2024-01-11 03:30:00,13.03,10.0,145
2024-01-11 03:45:00,10.93,10.0,78
2024-01-11 04:00:00,17.07,10.0,152
2024-01-11 04:15:00,16.85,15.68,95
2024-01-11 04:30:00,27.66,22.23,375
2024-01-11 04:45:00,14.36,14.87,80
2024-01-11 05:00:00,69.11,52.06,875
2024-01-11 05:15:00,22.5,12.63,276
2024-01-11 05:30:00,28.23,19.12,313
2024-01-11 05:45:00,26.93,26.22,208
2024-01-11 06:00:00,34.71,28.34,371
2024-01-11 06:15:00,20.17,15.89,137
2024-01-11 06:30:00,28.75,17.99,182
2024-01-11 06:45:00,26.99,22.54,344
2024-01-11 07:00:00,36.71,26.9,489
2024-01-11 07:15:00,43.77,27.54,233
2024-01-11 07:30:00,26.47,19.53,276
2024-01-11 07:45:00,32.67,27.46,197
2024-01-11 08:00:00,28.14,28.64,170
2024-01-11 08:15:00,42.13,37.03,242
2024-01-11 08:30:00,73.12,56.64,647
2024-01-11 08:45:00,42.57,36.52,260
2024-01-11 09:00:00,37.16,33.39,556
2024-01-11 09:15:00,49.54,42.46,662
2024-01-11 09:30:00,50.79,44.6,319
2024-01-11 09:45:00,43.52,37.35,234
2024-01-11 10:00:00,45.46,41.91,252
2024-01-11 10:15:00,48.32,40.48,392
2024-01-11 10:30:00,46.98,38.27,459
2024-01-11 10:45:00,53.6,45.72,411
2024-01-11 11:00:00,47.71,38.49,523
2024-01-11 11:15:00,40.41,25.64,233
2024-01-11 11:30:00,46.99,33.05,629
2024-01-11 11:45:00,42.53,34.7,256
2024-01-11 12:00:00,48.94,42.69,412
2024-01-11 12:15:00,52.4,46.41,359
2024-01-11 12:30:00,50.62,38.62,1000
2024-01-11 12:45:00,47.31,40.82,401
2024-01-11 13:00:00,55.26,49.76,686
2024-01-11 13:15:00,44.97,34.95,283
2024-01-11 13:30:00,49.86,41.05,341
2024-01-11 13:45:00,58.65,50.65,751
2024-01-11 14:00:00,45.01,38.28,513
2024-01-11 14:15:00,47.72,36.79,318
2024-01-11 14:30:00,47.15,32.94,667
2024-01-11 14:45:00,47.34,42.74,668
2024-01-11 15:00:00,41.2,31.58,487
2024-01-11 15:15:00,41.6,27.7,376
2024-01-11 15:30:00,39.35,27.42,418
2024-01-11 15:45:00,46.63,36.42,281
2024-01-11 16:00:00,43.29,34.42,509
2024-01-11 16:15:00,37.13,28.88,239
2024-01-11 16:30:00,37.91,31.36,238
2024-01-11 16:45:00,46.73,33.6,484
2024-01-11 17:00:00,28.24,24.88,152
2024-01-11 17:15:00,41.26,33.78,615
2024-01-11 17:30:00,38.89,29.2,236
2024-01-11 17:45:00,42.79,30.14,398
2024-01-11 18:00:00,31.85,27.23,239
2024-01-11 18:15:00,31.16,27.09,380
2024-01-11 18:30:00,29.6,22.78,333
2024-01-11 18:45:00,33.5,23.15,303
2024-01-11 19:00:00,28.78,21.31,431
2024-01-11 19:15:00,25.93,20.98,367
2024-01-11 19:30:00,21.84,16.58,168
2024-01-11 19:45:00,23.55,16.85,348
2024-01-11 20:00:00,17.17,16.23,97
2024-01-11 20:15:00,23.63,19.31,235
2024-01-11 20:30:00,25.11,22.84,169
2024-01-11 20:45:00,19.02,13.38,196
2024-01-11 21:00:00,14.47,15.45,187
2024-01-11 21:15:00,24.51,15.17,276
2024-01-11 21:30:00,14.13,12.77,100
2024-01-11 21:45:00,9.59,10.0,139
2024-01-11 22:00:00,19.89,14.37,263
2024-01-11 22:15:00,18.41,10.0,93
2024-01-11 22:30:00,21.02,15.58,154
2024-01-11 22:45:00,9.34,10.0,105
2024-01-11 23:00:00,13.68,10.0,159
2024-01-11 23:15:00,13.3,10.0,114
2024-01-11 23:30:00,24.53,17.84,347
2024-01-11 23:45:00,13.87,15.94,137
2024-01-12 00:00:00,11.41,10.0,95
2024-01-12 00:15:00,13.52,17.28,85
2024-01-12 00:30:00,5.45,10.68,69
2024-01-12 00:45:00,13.59,10.4,164
2024-01-12 01:00:00,5.0,10.0,54
2024-01-12 01:15:00,13.08,10.0,97
2024-01-12 01:30:00,15.84,17.37,220
2024-01-12 01:45:00,18.04,12.33,213
2024-01-12 02:00:00,9.42,10.0,320
2024-01-12 02:15:00,6.32,10.0,32
2024-01-12 02:30:00,11.73,10.0,151
2024-01-12 02:45:00,50.17,35.8,636
2024-01-12 03:00:00,15.24,13.96,193
2024-01-12 03:15:00,12.82,12.03,167
2024-01-12 03:30:00,16.49,10.0,177
2024-01-12 03:45:00,65.25,51.38,934
2024-01-12 04:00:00,20.13,15.19,193
2024-01-12 04:15:00,20.17,22.13,255
2024-01-12 04:30:00,14.77,13.24,202
2024-01-12 04:45:00,20.11,17.76,115
2024-01-12 05:00:00,27.42,23.42,405
2024-01-12 05:15:00,22.05,18.79,230
2024-01-12 05:30:00,30.34,23.51,411
2024-01-12 05:45:00,27.75,21.09,174
2024-01-12 06:00:00,22.51,21.85,290
2024-01-12 06:15:00,33.91,24.23,465
2024-01-12 06:30:00,25.03,20.77,232
2024-01-12 06:45:00,27.98,23.18,281
2024-01-12 07:00:00,38.4,30.78,397
2024-01-12 07:15:00,18.8,12.59,186
2024-01-12 07:30:00,26.72,18.44,265
2024-01-12 07:45:00,34.84,32.24,290
2024-01-12 08:00:00,39.43,32.33,263
2024-01-12 08:15:00,39.74,31.38,414
2024-01-12 08:30:00,42.54,33.86,373
2024-01-12 08:45:00,47.91,37.56,338
2024-01-12 09:00:00,79.14,66.78,841
2024-01-12 09:15:00,45.68,35.8,389
2024-01-12 09:30:00,44.0,31.21,256
2024-01-12 09:45:00,43.83,35.79,623
2024-01-12 10:00:00,52.35,45.73,779
2024-01-12 10:15:00,50.26,42.07,507
2024-01-12 10:30:00,43.15,30.17,542
2024-01-12 10:45:00,50.75,40.17,577
2024-01-12 11:00:00,45.26,35.34,622
2024-01-12 11:15:00,36.19,36.6,407
2024-01-12 11:30:00,46.14,37.08,259
2024-01-12 11:45:00,90.8,73.89,1000
2024-01-12 12:00:00,46.56,33.2,351
2024-01-12 12:15:00,47.33,38.32,632
2024-01-12 12:30:00,43.78,35.72,305
2024-01-12 12:45:00,48.42,38.02,1000
2024-01-12 13:00:00,45.6,35.23,294
2024-01-12 13:15:00,45.06,37.47,334
2024-01-12 13:30:00,50.32,38.99,454
2024-01-12 13:45:00,45.21,32.51,407
2024-01-12 14:00:00,46.05,33.94,391
2024-01-12 14:15:00,45.36,33.24,396
2024-01-12 14:30:00,42.81,36.06,371
2024-01-12 14:45:00,44.73,39.76,482
2024-01-12 15:00:00,42.03,30.23,564
2024-01-12 15:15:00,52.46,42.88,659
2024-01-12 15:30:00,47.41,40.57,277
2024-01-12 15:45:00,49.62,33.13,555
2024-01-12 16:00:00,38.16,29.7,515
2024-01-12 16:15:00,40.02,35.7,592
2024-01-12 16:30:00,33.04,30.28,471
2024-01-12 16:45:00,48.74,42.11,368
2024-01-12 17:00:00,37.62,28.73,399
2024-01-12 17:15:00,36.81,25.28,503
2024-01-12 17:30:00,29.5,23.15,262
2024-01-12 17:45:00,31.9,24.81,390
2024-01-12 18:00:00,26.37,12.6,336
2024-01-12 18:15:00,22.64,13.99,232
2024-01-12 18:30:00,40.22,33.04,309
2024-01-12 18:45:00,32.82,31.17,1000
2024-01-12 19:00:00,14.33,13.51,83
2024-01-12 19:15:00,20.44,10.0,112
2024-01-12 19:30:00,28.38,32.04,210
2024-01-12 19:45:00,23.96,15.09,188
2024-01-12 20:00:00,25.24,21.66,231
2024-01-12 20:15:00,20.29,17.08,872
2024-01-12 20:30:00,50.86,46.82,734
2024-01-12 20:45:00,12.03,10.0,116
2024-01-12 21:00:00,10.7,10.0,107
2024-01-12 21:15:00,18.4,14.15,259
2024-01-12 21:30:00,61.85,52.18,1000
2024-01-12 21:45:00,20.44,22.52,254
2024-01-12 22:00:00,11.83,10.0,147
2024-01-12 22:15:00,12.61,10.0,104
2024-01-12 22:30:00,16.32,14.11,114
2024-01-12 22:45:00,11.05,11.06,90
2024-01-12 23:00:00,9.99,10.0,135
2024-01-12 23:15:00,5.0,10.0,70
2024-01-12 23:30:00,10.58,10.0,59
2024-01-12 23:45:00,6.82,10.0,74
2024-01-13 00:00:00,6.21,10.0,79
2024-01-13 00:15:00,5.0,10.0,26
2024-01-13 00:30:00,50.37,40.42,495
2024-01-13 00:45:00,5.0,10.0,70
2024-01-13 01:00:00,5.0,10.0,42
2024-01-13 01:15:00,5.0,10.0,71
2024-01-13 01:30:00,8.83,10.24,129
2024-01-13 01:45:00,5.0,10.0,51
2024-01-13 02:00:00,19.3,14.44,98
2024-01-13 02:15:00,6.94,10.0,64
2024-01-13 02:30:00,5.0,10.0,35
2024-01-13 02:45:00,6.32,10.0,45
2024-01-13 03:00:00,9.26,10.0,47
2024-01-13 03:15:00,10.26,10.0,139
2024-01-13 03:30:00,12.12,10.97,157
2024-01-13 03:45:00,11.91,11.72,176
2024-01-13 04:00:00,15.16,10.26,104
2024-01-13 04:15:00,17.17,12.51,181
2024-01-13 04:30:00,15.99,10.0,221
2024-01-13 04:45:00,14.59,10.08,214
2024-01-13 05:00:00,15.49,10.0,155
2024-01-13 05:15:00,16.26,10.0,756
2024-01-13 05:30:00,12.38,10.0,155
2024-01-13 05:45:00,9.93,10.0,106
2024-01-13 06:00:00,20.75,22.0,183
2024-01-13 06:15:00,20.3,16.92,156
2024-01-13 06:30:00,16.16,13.57,188
2024-01-13 06:45:00,16.86,17.8,135
2024-01-13 07:00:00,16.87,16.28,104
2024-01-13 07:15:00,26.11,28.2,286
2024-01-13 07:30:00,15.98,12.97,100
2024-01-13 07:45:00,24.91,18.74,314
2024-01-13 08:00:00,51.82,43.38,451
2024-01-13 08:15:00,22.88,15.51,225
2024-01-13 08:30:00,26.22,19.56,312
2024-01-13 08:45:00,18.72,14.21,218
2024-01-13 09:00:00,29.87,23.09,324
2024-01-13 09:15:00,30.24,26.16,300
2024-01-13 09:30:00,30.87,24.11,431
2024-01-13 09:45:00,21.66,15.71,160
2024-01-13 10:00:00,24.31,18.25,193
2024-01-13 10:15:00,34.66,25.39,482
2024-01-13 10:30:00,25.1,21.47,158
2024-01-13 10:45:00,21.71,19.54,229
2024-01-13 11:00:00,32.16,24.6,260
2024-01-13 11:15:00,70.09,49.84,401
2024-01-13 11:30:00,34.73,29.58,368
2024-01-13 11:45:00,35.2,26.58,279
2024-01-13 12:00:00,22.52,15.26,216
2024-01-13 12:15:00,40.07,33.74,562
2024-01-13 12:30:00,34.29,29.09,465
2024-01-13 12:45:00,22.5,16.96,178
2024-01-13 13:00:00,28.23,26.28,309
2024-01-13 13:15:00,28.69,27.07,207
2024-01-13 13:30:00,30.71,20.97,1000
2024-01-13 13:45:00,35.01,28.64,342
2024-01-13 14:00:00,20.34,14.18,215
2024-01-13 14:15:00,29.67,27.32,444
2024-01-13 14:30:00,26.91,20.62,211
2024-01-13 14:45:00,26.66,23.64,163
2024-01-13 15:00:00,25.23,16.57,198
